,logFC,AveExpr,t,P.Value,adj.P.Val,B
GNAT3,0.00524956042901659,3.57829976018178,0.347606324920461,0.728311097912664,0.793909861597203,-7.06250622556022
EPHA1,-0.00519310710093368,4.1958274023348,-0.347247427731904,0.728580487062482,0.794130944385643,-7.0626303817065
CDO1,-0.0537613986863708,9.28847016032071,-0.347119750673313,0.72867632990532,0.794130944385643,-7.06267451913131
XCR1,-0.00622785642210255,3.96797810146337,-0.347072562581752,0.728711753484584,0.794130944385643,-7.06269082775134
ESRRG,0.0279027099290792,5.40853832112396,0.346591847520831,0.729072654089554,0.794452348253227,-7.06285684084175
ATOH1,0.00591913759909746,3.77674473782237,0.34649705274012,0.729143829130889,0.794458015779422,-7.06288955070825
ZNF214,-0.0143292133729895,4.43626536294406,-0.345359433104777,0.729998173997319,0.795316928551137,-7.06328139988974
ABCG5,-0.0103511671193326,4.13425587400981,-0.344934069256161,0.730317705918994,0.795593071709474,-7.0634275842044
GABARAPL1,0.0219718483761309,6.25238197063665,0.344432727858388,0.730694372244317,0.795931400322575,-7.06359964846708
EIF4A1,0.0177757579751532,10.9902251013069,0.344279859802021,0.730809237589187,0.795984518727296,-7.06365206421036
RORC,0.00644486377423448,4.42449754233749,0.344021210188363,0.731003601190683,0.796124207790377,-7.06374069761083
TRAF3IP1,-0.00930154507546188,4.67725752274704,-0.343894655899708,0.731098707386636,0.796155781728148,-7.06378404066042
TM4SF20,0.00615552325808677,3.90902872340313,0.34377973020874,0.731185078225697,0.796177838140324,-7.06382338727125
DBNDD2,-0.0324838757718986,9.02853492147747,-0.343659758682513,0.731275244841787,0.796193045303892,-7.0638644473807
MMP28,0.0221734503862496,4.79919494011877,0.343498857401468,0.731396178751258,0.796193045303892,-7.06391949316224
S100A5,-0.00597090848362614,3.97262000509912,-0.343497235201226,0.731397398036178,0.796193045303892,-7.0639200480004
RFPL1,-0.00541563457371863,3.87306954721353,-0.343041763702168,0.731739768348544,0.796493744052532,-7.06407572848884
EFHD2,-0.0256727242385457,7.18412428313893,-0.342667930100591,0.732020812879376,0.796663840905832,-7.06420335082452
TFEB,0.0172735928774275,5.8305374895252,0.342631470126312,0.732048225071398,0.796663840905832,-7.06421579038173
CLN6,-0.0112592855890448,4.86024145610063,-0.342569912104176,0.732094507844539,0.796663840905832,-7.06423678998721
ADMR,0.00669078353145114,4.16328415656456,0.34187707645437,0.732615487956332,0.797108782120983,-7.0644728805136
SGMS1,0.0273988473642124,6.13286240344114,0.341770194321014,0.732695869355193,0.797108782120983,-7.06450925911528
SILV,-0.0131450325541094,4.21479038475707,-0.341630349355796,0.732801045108268,0.797108782120983,-7.06455683983944
PDZD3,-0.00581425791819967,4.14347210028941,-0.341603413188537,0.732821304061189,0.797108782120983,-7.06456600234121
PPP6C,0.0179455508994621,8.53655049125267,0.341586058235279,0.732834356988989,0.797108782120983,-7.06457190535204
KCNK5,0.0124715099775035,3.84609438848329,0.341156296309333,0.733157612283345,0.797388364082012,-7.06471798641159
WIT1,0.0100599908772301,4.13596338299195,0.340739169144193,0.733471409477022,0.797657290292189,-7.06485959699316
PPP1R13B,0.0178585804192393,5.38787458996673,0.340651515623246,0.733537355314375,0.797657290292189,-7.06488933248786
TGM5,-0.0139679475552228,5.00462858077791,-0.340357278706556,0.733758737915282,0.79782597941091,-7.06498909321995
KIAA0423,-0.0253499502719592,7.1744876376564,-0.339951390431658,0.734064162983111,0.798086010350544,-7.06512656783324
CTNS,-0.0196409562812621,6.48329054376163,-0.339657953834982,0.734284996093231,0.798254032947069,-7.06522585288426
FADS3,0.0204986453054046,6.35159958324194,0.339497448910879,0.73440579745458,0.798313288765847,-7.06528012389705
GRIA1,0.0296042077122394,4.69051536568255,0.339183078353554,0.734642422336497,0.79849842492789,-7.06538634671745
ELOVL6,0.0213679511581972,5.81444681992553,0.338910930569866,0.73484728680394,0.798649009719589,-7.06547822343954
THADA,0.01584441083219,7.00955363202844,0.338728711284926,0.734984466453014,0.798726012546449,-7.06553969922508
C10orf76,0.0126609883514588,5.65833007298303,0.338394708431682,0.735235934941581,0.798927190810911,-7.06565229682655
SLC22A18AS,0.0116355754493576,4.4590645016613,0.338136600374131,0.735430282264075,0.79906626897266,-7.06573923305582
RBP3,-0.00586712588982374,3.87926625727337,-0.337606108730912,0.735829779296139,0.79942820302094,-7.06591770564812
FOXD3,-0.00547099994139311,3.59971025110213,-0.33720547599202,0.736131531090101,0.799683887901398,-7.06605230436235
NKX2-8,0.00626589118416687,3.75714054937025,0.335608836081235,0.737334506623784,0.800918467324878,-7.06658713324374
BSPRY,-0.0167763759867521,4.26029560770857,-0.335436351296607,0.737464502622115,0.800938018654456,-7.06664475889266
ALPPL2,0.00552900886118213,4.0497836764921,0.335373802194742,0.737511645645228,0.800938018654456,-7.06666564868203
IDE,-0.0204954631743322,5.52834294341705,-0.335320205680824,0.737552041924869,0.800938018654456,-7.06668354544001
CLDN10,-0.0480859444977098,6.44756351310135,-0.334841425286492,0.73791293621931,0.801257671591788,-7.06684329125889
PGBD5,-0.0306456240576649,6.16584042827543,-0.333810303194109,0.738690370540829,0.802029523221771,-7.06718655203092
LSM8,0.0194812256897636,7.48093210614265,0.333568796520071,0.738872497933178,0.802154942310794,-7.06726679671942
PDXDC1,0.0180187200379054,7.97641866981755,0.333083823456619,0.739238274998457,0.802437782792527,-7.06742776192852
PSEN2,0.0115971259626093,5.4682627957237,0.333046671624791,0.739266298148172,0.802437782792527,-7.06744008317202
ST3GAL4,0.0120035509434606,5.20812632469642,0.332839939403544,0.739422239953687,0.8025347105473,-7.06750861992591
ELMO3,0.0153098630476802,3.99598984264265,0.332175756955466,0.739923317374658,0.80300618131089,-7.06772852470691
SLC22A11,-0.00528724251376422,3.74137784176548,-0.331823213374687,0.74018933092917,0.803222485631167,-7.0678450703256
GTF3A,-0.0151497398602647,10.644902809503,-0.331042743146064,0.740778349618449,0.803780117656151,-7.06810264204938
HYAL1,0.0204521592165987,4.46059256585769,0.33096543957977,0.740836698709983,0.803780117656151,-7.0681281208695
RAB27B,-0.00936733329963202,3.99188099997247,-0.330495381569366,0.741191532878625,0.804092652155352,-7.0682829213124
TXLNA,0.0232310139271732,7.08641582498226,0.329893797631283,0.741645733024678,0.804443534894329,-7.06848071533673
NR2E1,-0.0573256628962779,7.1643817992252,-0.329804965213752,0.741712809789418,0.804443534894329,-7.06850989191617
FLJ22655,0.0215199170585469,4.87446533680255,0.329801565616075,0.74171537684203,0.804443534894329,-7.06851100834161
C1orf80,0.0247217030092912,7.48517148878331,0.329605898839484,0.741863130628916,0.804531323760213,-7.06857524578898
PRPH,-0.033495233205322,5.7489577791,-0.329032527950338,0.742296154969311,0.804872483232731,-7.06876326416396
NMUR1,0.00689597093026739,3.86325364982031,0.328945767050555,0.742361686151932,0.804872483232731,-7.06879168608532
C9orf46,-0.0218106617788969,7.63319030378695,-0.328923861175205,0.742378232126386,0.804872483232731,-7.06879886102577
YARS2,-0.0104742600355392,6.26066761951873,-0.328225699530332,0.742905631038715,0.805371768902431,-7.06902728322639
TP53BP1,0.0182353208512103,7.27530888490194,0.327802848107183,0.743225116523121,0.805645589447423,-7.06916539446608
DCLK1,0.0464356686694938,8.18545743890639,0.327610292342562,0.743370616782845,0.805730780134925,-7.0692282278384
MEGF6,0.0114151809872611,4.59499788508077,0.32746983584375,0.743476755253225,0.805773295541295,-7.06927403728838
CEBPE,-0.005761409150006,4.09852341423758,-0.32700686223908,0.743826644185406,0.806079954038936,-7.06942489566879
IQCH,-0.00907217883283584,3.86925961858348,-0.326798816565631,0.743983890481387,0.806140609042724,-7.06949261717796
GCM2,0.00485983485122521,3.42710958695916,0.326755670173239,0.744016502981302,0.806140609042724,-7.0695066564835
PCDHGA11,-0.00579364222627454,3.80178380845857,-0.325773777352605,0.744758797929993,0.806872284720915,-7.06982565149151
KIAA0141,0.0143034183415098,6.96484271867319,0.324653549949813,0.745605962172172,0.807717434011992,-7.0701884164883
GRPEL1,-0.0168255045485539,7.39354710289743,-0.323393582050566,0.746559173158237,0.808624819243522,-7.07059494151406
INHBC,0.00675210103056934,4.02721958229664,0.323368870177203,0.746577872475459,0.808624819243522,-7.07060289893107
RS1,-0.00395983004717948,3.92694868706082,-0.322354343801755,0.747345687276158,0.809383646567092,-7.07092905971445
SLC22A13,0.0057498458019225,3.81968299678944,0.321316213286892,0.748131626713826,0.810071172516513,-7.07126174860084
ZC3H11A,0.0240502993687208,8.33472510862776,0.321251841284822,0.748180369607431,0.810071172516513,-7.07128234252989
PTPLB,-0.0210550815741684,8.41325324585679,-0.321249256404505,0.748182326916514,0.810071172516513,-7.07128316940019
CELP,-0.00738520732167958,3.86729457909748,-0.320559799956129,0.748704451516582,0.810563607404718,-7.07150348030684
COL17A1,-0.0086992912491004,4.37285441325389,-0.320315558762982,0.748889442854417,0.810690998818131,-7.07158141236016
ACTL8,0.00764535062142802,4.26500445962789,0.319651136774694,0.749392757755589,0.811153154802721,-7.07179311452888
SNIP1,0.0138718081445894,5.32548130983614,0.319552900899807,0.749467182780836,0.811153154802721,-7.07182437775699
GPATCH2,0.0156592403020621,5.45174605269861,0.319485235868183,0.749518448222046,0.811153154802721,-7.07184590633348
ANKRD27,-0.019121856613646,7.61800500870833,-0.318596698828343,0.750191738542746,0.811808852941386,-7.07212818402251
SIX5,0.00552931733008988,3.67153260231785,0.317925630232889,0.750700368461882,0.812263318141591,-7.07234085373618
IFNA21,0.00691019906993251,4.38794692842714,0.317864622039027,0.750746614425835,0.812263318141591,-7.07236016574114
SLC22A5,0.0220756522751886,6.0854840106101,0.317198659609276,0.751251491502482,0.812736543048503,-7.07257073370906
PLS1,0.0363424489783206,5.01848883930734,0.316888796683527,0.751486440136082,0.812917688835672,-7.07266855754239
SPP2,0.00576251189566079,4.3972095145216,0.316619837412066,0.751690392969565,0.81306527549982,-7.07275339060529
MGAT4B,0.0240330142162009,7.00021837699047,0.315951490351037,0.752197278415222,0.813528172175538,-7.072963883745
GPR21,0.00578087183422049,4.64577818933751,0.315877418093997,0.752253462645293,0.813528172175538,-7.072987185129
ZNF695,-0.0049296148193827,3.34825645995083,-0.315704723884958,0.752384457305064,0.813563374790896,-7.07304148944454
ZYX,0.0317335523419047,8.23625794411186,0.315656372552244,0.752421134782114,0.813563374790896,-7.07305668837641
GOLGA3,0.0198558402676765,6.70138241463348,0.315097931447047,0.75284478754456,0.813948368792565,-7.07323206213177
C14orf161,-0.0067305650648084,3.74597468168381,-0.314976922238598,0.752936599174155,0.81397455132913,-7.07327002314474
AGBL2,-0.0109679187794116,4.02728239021339,-0.314556505071491,0.753255603679946,0.814246317730154,-7.07340179620773
MC1R,-0.00879593385833743,4.17785844242464,-0.314191308620013,0.753532742079783,0.814430712666985,-7.07351611844101
UNC84B,-0.015899520458853,6.98742284313446,-0.31407305809236,0.753622486262448,0.814430712666985,-7.0735531075047
LBX1,0.00600463755004288,3.99100419368137,0.314064364634718,0.753629084142851,0.814430712666985,-7.07355582629101
GORASP2,0.0118794852776407,8.96414036801416,0.313321844433998,0.754192684776953,0.81496664663353,-7.07378776399399
C1orf217,-0.0173264442687646,4.45304212231788,-0.313175465761792,0.754303807186296,0.815013588706808,-7.07383342289105
ASIP,0.0056601662664395,3.8959087624575,0.313049399266944,0.754399513831181,0.815043867356458,-7.07387272885732
ATP6AP1,-0.0178357914409553,9.49244485960184,-0.312524203724886,0.754798270347884,0.81540152251989,-7.07403630808408
GRAP2,0.00564122524136135,3.86426031869757,0.312091163190883,0.755127107204803,0.81568358673845,-7.07417097788952
MRPS16,0.020808525298845,7.46473525484645,0.311569204967953,0.755523524447693,0.816038593721331,-7.07433305184126
LEP,0.00618784936324968,4.10815571782962,0.311247319942835,0.755768022155735,0.81618398280405,-7.0744328656219
DKFZp566H0824,0.00564371624726645,3.71886155258385,0.311191739713155,0.75581024232116,0.81618398280405,-7.07445009013299
FBXO40,0.00626177616240753,4.42252857842325,0.311124307919166,0.755861466220791,0.81618398280405,-7.07447098335807
SNFT,-0.0306183157847011,6.52114700816977,-0.310754234037822,0.756142608376953,0.816414353992224,-7.0745855673421
MGAT4C,-0.0211161092868686,4.41489295478359,-0.310268999559459,0.756511286206416,0.81673918849719,-7.07473560134281
PPEF2,0.00480382134602175,3.86303989063538,0.309900272322239,0.756791479835119,0.816938847364533,-7.07484945472343
DBC1,-0.0425867993171183,6.02180044921154,-0.30973441831249,0.756917521772966,0.816938847364533,-7.0749006220046
PLOD3,-0.0202861700508823,8.28181653338759,-0.309688924751659,0.756952096063273,0.816938847364533,-7.07491465234501
MDH1,0.0131745810324304,10.8654214596784,0.309622573220519,0.757002522912115,0.816938847364533,-7.07493511164814
KRT8P12,0.0127859915040824,5.47201228164372,0.30957482983246,0.757038808302817,0.816938847364533,-7.07494983047322
UQCRQ,0.0129876554508286,10.7181052771305,0.309490018978352,0.75710326661586,0.816938847364533,-7.07497597124514
GJB1,-0.0209209659808192,5.114248101879,-0.309395263151188,0.757175285355917,0.816943355098642,-7.07500516883242
COL4A4,0.0136529840252919,4.0268804416195,0.308982887010758,0.757488734620685,0.817208326671053,-7.07513213228195
ZNF394,0.0159701968081247,6.6301051192379,0.308362504661223,0.757960365885129,0.817638816629995,-7.07532281837721
MGAT5,0.00565629222216302,4.3599436877157,0.308279384056239,0.758023563266672,0.817638816629995,-7.07534833794579
CHRNA1,0.0157047610599097,4.0990149435532,0.308180728679675,0.758098573988077,0.817646487054583,-7.075378618053
TAF7L,0.00545753788319292,4.65373666699207,0.307801428499179,0.758386988878062,0.817884302352644,-7.07549494571608
PELI1,-0.0232171005216504,7.81113188456391,-0.306972537044709,0.759017384489182,0.818490851976245,-7.07574866024704
PTGER3,-0.00313550746840008,4.04041442533535,-0.306808342387165,0.759142278303277,0.818552230957025,-7.07579883727201
PLA2G12A,0.0166439642328289,6.34873848011231,0.306051865339284,0.759717770042623,0.819091363813997,-7.07602966607843
MEOX2,0.0632853182233131,6.62344305368096,0.305972282875944,0.759778320362261,0.819091363813997,-7.07605391648535
C11orf58,0.012977630550191,9.91133294618576,0.305271955944165,0.760311227805701,0.819566949275918,-7.07626704862784
SMS,-0.0241079101469417,8.70710066851115,-0.305213669856314,0.760355585227583,0.819566949275918,-7.07628476496499
AKAP10,0.0104482464568187,4.71961651855718,0.304703042836116,0.760744221159144,0.819912459607841,-7.0764398279337
CDKN2A,-0.0408640420296438,5.61490895309884,-0.304427110708083,0.760954257091265,0.820065434391714,-7.07652351269631
IDH3A,0.0210844071031895,7.09649886598593,0.304269139424793,0.761074510729237,0.820113542728415,-7.07657138815306
THPO,0.0035403446082336,4.09905961832021,0.304180065066145,0.761142320010459,0.820113542728415,-7.07659837246001
MGC87042,-0.0229508572604376,4.60962577919058,-0.304100080622108,0.761203211017729,0.820113542728415,-7.07662259632635
SPTBN5,-0.00636371378521972,4.43470880131596,-0.303878803189184,0.7613716740782,0.820221658548013,-7.07668957861872
SLC2A4RG,-0.0207077702291878,6.82833567477387,-0.301771366241982,0.762976677039708,0.821877193390479,-7.0773250727696
C9orf156,0.0100013324034158,5.68843866180726,0.30115915046765,0.763443126565098,0.822306093926379,-7.0775088567984
HYOU1,0.0187562668557675,8.62536519946265,0.300902848945333,0.763638429274797,0.822442891094455,-7.07758568641442
SDF4,0.0183734070775943,7.78503503912894,0.300645778621137,0.76383433297786,0.822580311010498,-7.07766268080887
ADAM30,-0.0070899796463384,3.91331468903806,-0.30032740849297,0.76407697200666,0.822768031557203,-7.07775794375566
RPIA,0.0162261134066997,6.8945947205616,0.300141947280283,0.764218328048478,0.822846665447047,-7.07781339109427
AMT,0.0230975005252017,6.16262217598172,0.300049133493752,0.764289072429239,0.822849263316307,-7.07784112677805
MTF1,-0.0152021070338488,5.96058995486179,-0.29985862733055,0.76443428592715,0.822887511473638,-7.07789802916033
TNNT3,-0.0105891123766177,4.43524485912862,-0.299823230469727,0.764461268132834,0.822887511473638,-7.07790859788698
DUSP14,-0.0158212604444579,7.27579148829768,-0.299587090341658,0.764641279615123,0.823007712649742,-7.07797907224129
GATA2,0.00970478937172281,4.69754705336105,0.299236040054355,0.764908911605744,0.823222192649599,-7.07808373813315
GTF2H1,-0.0133942332362924,7.49447760167482,-0.299044733873295,0.765054770534007,0.823305589523728,-7.07814072456925
AOC2,0.00578421835329035,3.78290130740253,0.298272230473924,0.765643840795702,0.823865886056817,-7.07837046794517
TMEM184B,-0.0172641930171489,7.57263624420435,-0.298016714932129,0.765838713399255,0.824001946636332,-7.07844632782503
